book_id,Title,Author,Publication Year
200963,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",Susan S. Adler,No year listed
201001,"Molly Learns a Lesson: A School Story (American Girls: Molly, #2)",Valerie Tripp,No year listed
201009,"Meet Molly: An American Girl (American Girls: Molly, #1)",Valerie Tripp,No year listed
201146,Little Bear,Else Holmelund Minarik,1999
201434,"Purple, Green and Yellow",Robert Munsch,1992
202041,"Day of the Dragon King (Magic Tree House, #14)",Mary Pope Osborne,2008
203286,When Marian Sang: The True Recital of Marian Anderson,Pam Munoz Ryan,2002
204912,The Seven Wonders of Sassafras Springs,Betty G. Birney,2007
205330,There Was an Old Lady Who Swallowed a Fly,Simms Taback,No year listed
205821,Caddie Woodlawn  (Caddie Woodlawn #1),Carol Ryrie Brink,2006
205966,"Bubba, The Cowboy Prince",Helen Ketteman,1997
206962,Hop On Pop,Dr. Seuss,2003
207153,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,2003
207215,The Adventures of Polo,Regis Faller,2006
207330,Gay Neck: The Story of a Pigeon,Dhan Gopal Mukerji,1968
209586,Falling for Rapunzel,Leah Wilcox,2005
209588,Letters from Rapunzel,Sara Lewis Holmes,2007
209623,The Persian Cinderella,Shirley Climo,2001
210252,"Monster Blood II (Goosebumps, #18)",R.L. Stine,1994
210521,"Stink and the Incredible Super-Galactic Jawbreaker (Stink, #2)",Megan McDonald,2007
220289,Do Princesses Wear Hiking Boots?,Carmela LaVigna Coyle,2003
222383,A Kick in the Head: An Everyday Guide to Poetic Forms,Chris Raschka,2005
222458,Rules,Cynthia Lord,2006
222505,Piper Reed: Navy Brat (Piper Reed #1),Kimberly Willis Holt,2007
222507,"It's Perfectly Normal: A Book about Changing Bodies, Growing Up, Sex, and Sexual Health",Robie H. Harris,2004
223845,"My Friend is Sad (Elephant & Piggie, #2)",Mo Willems,2007
223864,"Time to Say ""Please""!",Mo Willems,2005
225227,"Joey Pigza Loses Control (Joey Pigza, #2)",Jack Gantos,2004
225229,"I Am Not Joey Pigza (Joey Pigza, #4)",Jack Gantos,No year listed
225274,Song and Dance Man,Karen Ackerman,2003
225545,A Color of His Own,Leo Lionni,2006
225679,If the World Were a Village: A Book about the World's People,David J.  Smith,2002
226246,"Harry Potter e il prigioniero di Azkaban (Harry Potter, #3)",J.K. Rowling,2000
227651,"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix,2006
231826,A Handful of Time,Kit Pearson,2003
232109,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",Beverly Cleary,2014
232576,Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh,2002
232958,I Love You Through and Through,Bernadette Rossetti-Shustak,2005
233637,The Hidden Staircase (Nancy Drew #2),Carolyn Keene,1959
233719,"Dawn and the Impossible Three (The Baby-Sitters Club, #5)",Ann M. Martin,1995
233818,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,No year listed
235117,The School Story,Andrew Clements,2002
235124,The Janitor's Boy,Andrew Clements,2001
235127,No Talking,Andrew Clements,2007
235128,A Week in the Woods,Andrew Clements,2004
235129,The Last Holiday Concert,Andrew Clements,2006
236056,There's a Boy in the Girls' Bathroom,Louis Sachar,No year listed
236764,Pirates Don't Change Diapers,Melinda Long,2007
237305,Overboard!,Sarah Weeks,2006
238217,How Are You Peeling?,Saxton Freymann,2004
238988,How Do Dinosaurs Go to School?,Jane Yolen,2007
239388,Just Me and My Dad,Mercer Mayer,2001
239418,"The Adventures of Super Diaper Baby (Super Diaper Baby, #1)",Dav Pilkey,2002
239810,The Best Christmas Pageant Ever (The Herdmans #1),Barbara Robinson,2005
240815,"Elmer and the Dragon (My Father's Dragon, #2)",Ruth Stiles Gannett,2007
241074,The Tiny Seed,Eric Carle,2001
242027,The Princess and the Pea,Lauren Child,2006
242079,Drummer Hoff,Barbara Emberley,2005
242858,The Great Gilly Hopkins,Katherine Paterson,2004
243424,Mercy Watson Fights Crime (Mercy Watson #3),Kate DiCamillo,2006
244115,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",Judy Schachner,2006
244338,"Henry and Ribsy (Henry, #3)",Beverly Cleary,2014
245935,My Little Sister Ate One Hare,Bill Grossman,1998
246546,An Old-Fashioned Girl,Louisa May Alcott,2005
248169,Our Tree Named Steve,Alan Zweibel,2007
252268,"Blue Hat, Green Hat (Boynton Board Books)",Sandra Boynton,No year listed
254920,The Runaway Pumpkin,Kevin Lewis,No year listed
258038,The Good Master,Kate Seredy,1986
259598,The Fairy Rebel,Lynne Reid Banks,2004
260996,The Berenstains' B Book (Bright & Early Books),Stan Berenstain,No year listed
261905,"Girls Under Pressure (Girls, #2)",Jacqueline Wilson,2003
262437,"Dingoes at Dinnertime (Magic Tree House, #20)",Mary Pope Osborne,2010
262471,Coming on Home Soon,Jacqueline Woodson,No year listed
263601,The Berenstain Bears and Too Much Junk Food,Stan Berenstain,1985
263656,The Baker's Dozen: A Saint Nicholas Tale,Aaron Shepard,1995
266682,"Night of the Living Dummy II (Goosebumps, #31)",R.L. Stine,2004
266765,"Girls in Love (Girls, #1)",Jacqueline Wilson,2003
266904,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",Jeanne Birdsall,2007
268565,"Santa's Twin (Santa's Twin, #1)",Dean Koontz,No year listed
268917,"The Doll People (Doll People, #1)",Ann M. Martin,2003
268955,"Mummies in the Morning (Magic Tree House, #3)",Mary Pope Osborne,No year listed
268990,"Night of the New Magicians (Magic Tree House, #35)",Mary Pope Osborne,2006
270067,A Pocket for Corduroy,Don Freeman,1978
271560,Oh My Oh My Oh Dinosaurs!,Sandra Boynton,1993
272343,Show Way,Jacqueline Woodson,2005
273718,All the Places to Love,Patricia MacLachlan,1994
273730,Hooray For Diffendoofer Day!,No listed author,2001
273794,The Yellow Star: The Legend of King Christian X of Denmark,Carmen Agra Deedy,2000
275320,Bartholomew and the Oobleck,Dr. Seuss,No year listed
277187,Arthur Spiderwick's Field Guide to the Fantastical World Around You,Holly Black,No year listed
278275,"Mr. Happy (Mr. Men, #3)",Roger Hargreaves,No year listed
279692,"Miss Nelson Is Back (Miss Nelson, #2)",Harry Allard,1982
280313,The Rough-Face Girl,Rafe Martin,1998
280896,Our Animal Friends at Maple Hill Farm,Alice Provensen,2001
281235,"Bunnicula (Bunnicula, #1)",James Howe,2006
281610,Trashy Town,Andrea Zimmerman,1999
282082,"Skippyjon Jones in the Doghouse (Skippyjon Jones, #2)",Judy Schachner,2007
282083,"Skippyjon Jones and the Big Bones (Skippyjon Jones, #4)",Judy Schachner,No year listed
282436,The Golden Egg Book,Margaret Wise Brown,2004
282771,The Pull of the Ocean,Jean-Claude Mourlevat,2006
283676,The Story of the Little Mole Who Went in Search of Whodunit,Werner Holzwarth,2007
283677,Mole Music (Reading Rainbow Books),David McPhail,No year listed
284665,Peek-a-Who?,Nina Laden,2000
285672,Heckedy Peg,Audrey Wood,1992
285740,Stephanie's Ponytail,Robert Munsch,1996
285761,Mud Puddle,Robert Munsch,1996
285943,Holes,Louis Sachar,2000
286901,We are the Ship: The Story of Negro League Baseball,Kadir Nelson,2008
289866,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,2000
290400,"Best Friends (Sweet Valley Twins, #1)",Jamie Suzanne,1986
290503,"Claudia and the Phantom Phone Calls (The Baby-sitters Club, #2)",Ann M. Martin,1995
295801,"The House with a Clock in Its Walls (Lewis Barnavelt, #1)",John Bellairs,2004
295809,"Magic by the Lake (Tales of Magic, #3)",Edward Eager,1999
297676,Sheep,Valerie Hobbs,2006
297737,"La funesta finestra (Una Serie di Sfortunati Eventi, #3)",Lemony Snicket,No year listed
298070,The Light at Tern Rock,Julia L. Sauer,1994
300395,"Hi! Fly Guy (Fly Guy, #1)",Tedd Arnold,2006
301141,"Lost and Found (The Boy, #2)",Oliver Jeffers,2005
302234,The English Roses,Madonna,No year listed
302321,The Rain Came Down,David Shannon,2000
303472,"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,2002
305662,Wolf's Coming!,Joe Kulka,2007
305666,"Wonderful Alexander and the Catwings (Catwings, #3)",Ursula K. Le Guin,2003
305945,"Squids Will be Squids: Fresh Morals, Beastly Fables",Jon Scieszka,No year listed
306107,"A Gathering of Days: A New England Girl's Journal, 1830-32",Joan W. Blos,1999
306808,Olivia Helps with Christmas,Ian Falconer,No year listed
308238,Hot Air: The (Mostly) True Story of the First Hot-Air Balloon Ride,Marjorie Priceman,No year listed
308540,"The Haunted Mask (Goosebumps, #11)",R.L. Stine,2003
309773,Millions,Frank Cottrell Boyce,2005
310039,The Berenstain Bears No Girls Allowed,Stan Berenstain,1986
310042,Polar Bear Night,Lauren Thompson,2004
310070,The Berenstain Bears in the Dark,Stan Berenstain,No year listed
310456,Baloney,Jon Scieszka,2005
311211,"Niagara Falls, Or Does It? (Hank Zipzer, #1)",Henry Winkler,2004
314273,Earl the Squirrel,Don Freeman,2005
315882,Henry's Freedom Box: A True Story from the Underground Railroad,Ellen Levine,2007
316569,Tough Boris,Mem Fox,1998
317862,Bringing the Rain to Kapiti Plain: A Nandi Tale,Verna Aardema,1992
319976,"Five Fall Into Adventure (Famous Five, #9)",Enid Blyton,2001
320100,"The Abominable Snowman of Pasadena  (Goosebumps, #38)",R.L. Stine,2003
320154,Everybody Needs a Rock,Byrd Baylor,1985
321578,Pobby and Dingan,Ben Rice,2001
323152,"Time Stops for No Mouse (The Hermux Tantamoq Adventures, #1)",Michael Hoeye,2003
324377,"Saffy's Angel (Casson Family, #1)",Hilary McKay,2003
325416,"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,2005
325421,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",Hugh Lofting,2005
325730,"Captain Underpants and the Wrath of the Wicked Wedgie Woman (Captain Underpants, #5)",Dav Pilkey,2001
328439,I Am a Bunny,Ole Risom,2004
332575,The Empty Pot (An Owlet Book),Demi,No year listed
333404,Mars Needs Moms!,Berkeley Breathed,No year listed
333735,Rabbit Hill,Robert Lawson,No year listed
334052,"Un infausto inizio (Una Serie di Sfortunati Eventi, #1)",Lemony Snicket,2000
334595,Please Bury Me in the Library,J. Patrick Lewis,2005
334809,Roxaboxen,Alice McLerran,2004
335087,Officer Buckle and Gloria,Peggy Rathmann,1996
336161,The Grouchy Ladybug,Eric Carle,1996
340108,Kringle,Tony Abbott,2005
340321,"Jennifer, Hecate, Macbeth, William McKinley and Me, Elizabeth",E.L. Konigsburg,2007
341554,"Faithful Elephants: A True Story of Animals, People, and War",Yukio Tsuchiya,1997
342994,The Little Match Girl,Hans Christian Andersen,2003
343002,The Emperor's New Clothes,Hans Christian Andersen,2004
343804,Thanks for Thanksgiving,Julie Markes,2004
348489,Snowflake Bentley,Jacqueline Briggs Martin,1998
348564,"Flat Stanley (Flat Stanley, #1)",Jeff Brown,2013
349170,Fireboat: The Heroic Adventures of the John J. Harvey,Maira Kalman,2005
352179,The Report Card,Andrew Clements,No year listed
352605,Why War Is Never a Good Idea,Alice Walker,2007
352701,"Fergus Crane (Far-Flung Adventures, #1)",Paul Stewart,2004
352945,One Green Apple,Eve Bunting,2006
353562,Max's Chocolate Chicken,Rosemary Wells,No year listed
356321,The Story of Babar,Jean de Brunhoff,1937
356388,Terrible Things: An Allegory of the Holocaust,Eve Bunting,1989
356390,Flower Garden,Eve Bunting,2000
357683,Anne of Windy Poplars (Anne of Green Gables #4),L.M. Montgomery,1981
357936,"Eleven (The Winnie Years, #2)",Lauren Myracle,No year listed
358154,Chickens to the Rescue,John Himmelman,No year listed
361487,Becoming Naomi León,Pam Munoz Ryan,2005
361728,"Welcome to Camden Falls (Main Street, #1)",Ann M. Martin,2007
363350,"The Suspicion (Animorphs, #24)",Katherine Applegate,1998
363360,"The Mutation (Animorphs, #36)",Katherine Applegate,1999
363404,"The Arrival (Animorphs, #38)",Katherine Applegate,2000
363424,"The Conspiracy (Animorphs, #31)",Katherine Applegate,1999
364062,"Pancakes, Pancakes!",Eric Carle,2005
364063,10 Little Rubber Ducks,Eric Carle,No year listed
364662,"The Anybodies (Anybodies, #1)",N.E. Bode,2005
365047,"The Door in the Dragon's Throat (The Cooper Kids Adventures, #1)",Frank E. Peretti,2004
365591,Miss Smith's Incredible Storybook,Michael Garland,2005
366300,Walter the Farting Dog,William Kotzwinkle,2001
368564,The Rooster Crows: A Book of American Rhymes and Jingles,Maud Petersham,1969
369307,"Merry Christmas, Big Hungry Bear!",Audrey Wood,2002
369353,Mr. Pusskins: A Love Story,Sam Lloyd,No year listed
370343,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 1: The Night of the Nasty Nostril Nuggets (Captain Underpants, #6)",Dav Pilkey,2003
371329,Rickshaw Girl,Mitali Perkins,2007
375166,Red Ranger Came Calling,Berkeley Breathed,1997
375712,The Tale of Mr. Tod,Beatrix Potter,No year listed
375901,Frédéric,Leo Lionni,No year listed
375902,Inch by Inch,Leo Lionni,1995
377889,"The Children of Green Knowe (Green Knowe, #1)",L.M. Boston,2002
377891,"The River at Green Knowe (Green Knowe, #3)",L.M. Boston,2002
377893,"Treasure of Green Knowe (Green Knowe, #2)",L.M. Boston,2002
378164,Where is the Green Sheep?,Mem Fox,2007
380680,"What Do You Say, Dear?",Sesyle Joslin,1986
385250,"The Jolly Postman, or Other People's Letters",Allan Ahlberg,1986
386234,Just for You,Mercer Mayer,1998
390737,Bone Dog,Eric Rohmann,2011
392103,The Wednesday Surprise,Eve Bunting,1989
394237,Horns and Wrinkles,Joseph Helgerson,2006
396239,"The Trouble With Tink (Tales of Pixie Hollow, #1)",Kiki Thorpe,2009
397150,"Scary Stories 3: More Tales to Chill Your Bones (Scary Stories, #3)",Alvin Schwartz,1991
398134,Emma Kate,Patricia Polacco,2005
402114,The Mysteries of Harris Burdick,Chris Van Allsburg,1984
406790,"Good Dog, Carl (Good Dog, Carl #1)",Alexandra Day,1996
412619,Angela and the Baby Jesus,Frank McCourt,No year listed
413110,"More Scary Stories to Tell in the Dark (Scary Stories, #2)",Alvin Schwartz,2001
413256,The Boy Who Was Raised by Librarians,Carla  Morris,2007
417181,One Grain Of Rice: A Mathematical Folktale,Demi,1997
417524,Joseph Had a Little Overcoat,No listed author,1999
417780,Why Mosquitoes Buzz in People's Ears,Verna Aardema,1992
420159,"Meet Felicity: An American Girl (The American Girls: Felicity, #1)",Valerie Tripp,1991
420282,The Polar Express,Chris Van Allsburg,2000
420388,"The Road to Balinor (Unicorns of Balinor, #1)",Mary Stanton,1999
421118,Ugly Fish,Kara LaReau,2006
421640,"Then There Were Five (The Melendy Family, #3)",Elizabeth Enright,No year listed
421642,"The Four-Story Mistake (The Melendy Family, #2)",Elizabeth Enright,2002
421643,Spiderweb for Two: A Melendy Maze,Elizabeth Enright,2002
421901,"A Fine, Fine School",Sharon Creech,2003
421905,The Castle Corona,Sharon Creech,No year listed
425187,Afternoon of the Elves,Janet Taylor Lisle,1999
425818,"How to Catch a Star (The Boy, #1)",Oliver Jeffers,2006
426085,Duck at the Door,Jackie Urbanovic,2007
426626,Fancy Nancy and the Posh Puppy,Jane O'Connor,2007
428035,Each Little Bird that Sings,Deborah Wiles,2006
428080,Pajama Time!,Sandra Boynton,2000
429621,Fairy Haven and the Quest for the Wand (Disney Fairies #2),Gail Carson Levine,2007
434928,"Good Morning, Gorillas (Magic Tree House, #26)",Mary Pope Osborne,2002
435495,"Indigo's Star (Casson Family, #2)",Hilary McKay,2006
437923,Tea with Milk,Allen Say,1999
437926,"Please, Puppy, Please",Spike Lee,No year listed
438024,Let's Pretend This Never Happened (Dear Dumb Diary #1),Jim Benton,2007
443614,The Lemonade Club,Patricia Polacco,2007
443633,Thunder Cake,Patricia Polacco,No year listed
444328,"Cinderellis and the Glass Hill (The Princess Tales, #4)",Gail Carson Levine,2000
444329,"The Voyage of the Dawn Treader (The Chronicles of Narnia, #3)",C.S. Lewis,2002
444330,Kneeknock Rise,Natalie Babbitt,1984
444347,"Chasing Vermeer (Chasing Vermeer, #1)",Blue Balliett,2004
444357,Pure Dead Magic (Pure Dead #1),Debi Gliori,2002
444374,"The Story of the Treasure Seekers (Bastable Children, #1)",E. Nesbit,1994
444381,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",George MacDonald,1997
444600,Max the Mighty (Freak The Mighty #2),Rodman Philbrick,1998
444665,So Totally Emily Ebers,Lisa Yee,2007
444668,Stanford Wong Flunks Big-time,Lisa Yee,2007
446761,King and King,Linda de Haan,2003
447026,Nim's Island (Nim #1),Wendy Orr,2002
447166,Grumpy Bird,Jeremy Tankard,2007
453392,Lunch Money,Andrew Clements,No year listed
460087,"Night of the Ninjas (Magic Tree House, #5)",Mary Pope Osborne,No year listed
460120,"Dolphins at Daybreak (Magic Tree House, #9)",Mary Pope Osborne,2010
460496,"Legend of the Lost Legend (Goosebumps, #47)",R.L. Stine,1996
462684,The Story of Tracy Beaker,Jacqueline Wilson,2006
466881,Olivia Forms A Band,Ian Falconer,2006
474858,A Bad Case of Stripes,David Shannon,2004
481499,"You Wish (The Misadventures of Benjamin Bartholomew Piff, #1)",Jason Lethcoe,2007
481967,The Thing About Georgie,Lisa Graff,No year listed
488240,The New Kid on the Block,Jack Prelutsky,1984
488883,Belly Button Book,Sandra Boynton,2005
488908,Doggies: A Counting and Barking Book,Sandra Boynton,No year listed
488923,A to Z,Sandra Boynton,1984
490867,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",Mo Willems,No year listed
491578,"The White Giraffe (Animal Healer, #1)",Lauren St. John,2007
492812,Angelina Ballerina,Katharine Holabird,No year listed
493398,Great Day for Up,Dr. Seuss,1974
494748,The Hallo-Weiner,Dav Pilkey,1999
496802,Hershel and the Hanukkah Goblins,Eric A. Kimmel,1994
497118,The Phantom Tollbooth,Norton Juster,1996
498922,"Molly Saves the Day: A Summer Story (American Girls: Molly, #5)",Valerie Tripp,No year listed
500799,Mick Harte Was Here,Barbara Park,2009
508769,Snip Snap! What's That?,Mara Bergman,2005
509734,The Manny Files,Christian  Burch,2006
511329,Noisy Nora,Rosemary Wells,2000
511527,Double Act,Jacqueline Wilson,2006
511532,Vicky Angel,Jacqueline Wilson,2007
511566,The Suitcase Kid,Jacqueline Wilson,2006
511614,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",Dodie Smith,No year listed
511635,Candyfloss,Jacqueline Wilson,2007
514370,The Berenstain Bears' New Baby,Stan Berenstain,1974
515885,But Not the Hippopotamus,Sandra Boynton,1982
515904,"There is a Bird on Your Head! (Elephant & Piggie, #4)",Mo Willems,2007
515905,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Mo Willems,2007
515906,"I am Invited to a Party! (Elephant & Piggie, #3)",Mo Willems,2007
518452,Magic for Marigold,L.M. Montgomery,1989
525994,Bad Day at Riverbend,Chris Van Allsburg,1995
526643,"Twister on Tuesday (Magic Tree House, #23)",Mary Pope Osborne,2010
527747,"The Wonderful Flight to the Mushroom Planet (Mushroom Planet, #1)",Eleanor Cameron,1988
531344,Diary of a Fly,Doreen Cronin,2007
532069,Pink and Say,Patricia Polacco,1994
532752,The Country Bunny and the Little Gold Shoes,DuBose Heyward,1967
535761,Weslandia,Paul Fleischman,2002
537111,The Great Kapok Tree,Lynne Cherry,2000
537296,"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel,2003
537338,The Red Book,Barbara Lehman,2004
538166,"Miss Daisy Is Crazy! (My Weird School, #1)",Dan Gutman,2004
538838,"Whales on Stilts (Pals in Peril, #1)",M.T. Anderson,2006
541521,The Doll in the Garden,Mary Downing Hahn,1990
543327,How Do Dinosaurs Get Well Soon?,Jane Yolen,2003
545433,The Dinosaurs of Waterhouse Hawkins,Barbara Kerley,2001
547853,"Return to Gone-Away (Gone-Away Lake, #2)",Elizabeth Enright,2000
